symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
TRC,Tejon Ranch Company,Andrew Dakos,N/A,Award,1032,0.0,16078,58493.0,2025-11-04,STK,Yes,1
MTDR,Matador Resources Company,Joseph Wm Foran,Chair & CEO,Buy,4000,38.44,153760,5442525.0,2025-11-04,STK,Yes,1
TFII,Tfi International Inc,Leslie R Abi-Karam,N/A,Buy,1707,87.65,149619,7142.0,2025-11-04,STK,Yes,1
AVPT,Avepoint Inc Cl A,Xunkai Gong,Chair,Sell,60000,13.9111,834666,15040668.0,2025-11-04,STK,Yes,1
FLEX,Flextronics Intl Ltd,Michael P Hartung,Chf Com Off.,Sell,15000,62.2599,933899,226198.0,2025-11-04,STK,Yes,1
THC,Tenet Healthcare Corp,Tammy Romo,N/A,Sell,26855,202.2331,5430970,35511.0,2025-11-04,STK,Yes,1
OSPN,Onespan Inc,Marc Zenner,N/A,Buy,2000,12.1299,24260,73273.0,2025-11-04,STK,Yes,1
ZM,Zoom Communications Inc,Eric S Yuan,Chair & CEO,Sell,146756,85.1537,12496816,0.0,2025-11-04,STK,Yes,1
CAG,Conagra Brands Inc,Melissa C Napier,Div. Sr.VP,Sell,13011,17.19,223659,0.0,2025-11-04,STK,Yes,1
MSM,Msc Industrial Direct Company,Erik Gershwind,CEO,Award,818,0.0,70651,2130127.0,2025-11-04,STK,Yes,1
MSM,Msc Industrial Direct Company,Martina Mcisaac,COO,Award,194,0.0,16754,8271.0,2025-11-04,STK,Yes,1
CHEF,The Chefs Warehouse,James F Leddy,CFO,Sell,22000,62.11,1366421,125892.0,2025-11-04,STK,Yes,1
BEN,Franklin Resources,Jennifer Johnson,CEO,Award,414814,0.0,9370649,6824679.0,2025-11-04,STK,Yes,1
TRC,Tejon Ranch Company,Daniel R Tisch,N/A,Award,2049,0.0,31924,84125.0,2025-11-04,STK,Yes,1
NVTS,Navitas Semiconductor Corp,Dipender Saluja,N/A,Award,2045,0.0,21391,9324863.0,2025-11-04,STK,Yes,1
LAW,CS Disco Inc,Thomas F Bogan,N/A,Buy,7001,5.98,41865,171090.0,2025-11-04,STK,Yes,1
ETR,Entergy Corp,Anastasia Minor,Chf Transform Of,Sell,5000,96.39,481950,11555.0,2025-11-04,STK,Yes,1
BEN,Franklin Resources,Terrence Murphy,Co-Pres.,Award,46730,0.0,1055630,186159.0,2025-11-04,STK,Yes,1
BEN,Franklin Resources,Thomas C Merchant,Gen Cou,Award,39182,0.0,885122,100703.0,2025-11-04,STK,Yes,1
BEN,Franklin Resources,Matthew Nicholls,CO-Pres/CFO,Award,201409,0.0,4549830,599374.0,2025-11-04,STK,Yes,1
BEN,Franklin Resources,Gregory E Johnson,Chair,Award,41668,0.0,941280,5950381.0,2025-11-04,STK,Yes,1
VRSN,Verisign Inc,Thomas C Indelicarto,Gen Cou & Sec,Sell,334,244.52,81670,33855.0,2025-11-04,STK,Yes,1
AWRE,Aware Inc,Ajay Amlani,CEO,Buy,15489,2.2344,34608,838041.0,2025-11-04,STK,Yes,1
FLS,Flowserve Corp,Susan Claire Hudson,CLO,Sell,10667,70.01,746797,6589.0,2025-11-04,STK,Yes,1
FLS,Flowserve Corp,Amy B Schwetz,CFO,Sell,47000,71.02,3337940,52628.0,2025-11-04,STK,Yes,1
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,6857,14.69,100730,41505.0,2025-11-04,UIT,No,11
RFM,Rivernorth Flexible Municipal Income Fund Inc,American Shareholder,N/A,Buy,4257,14.405,61322,16510.0,2025-11-04,UIT,No,11
VITL,Vital Farms Inc,Matthew Ohayer,Chair,Sell,30000,32.8982,986946,7133070.0,2025-11-04,STK,Yes,1
CLOV,Clover Health Investments Corp,Jamie L Reynoso,Div. CEO,Sell,30385,3.58,108779,2793411.0,2025-11-04,STK,Yes,1
V,Visa Inc,Lloyd Carney,N/A,Sell,900,336.48,302833,2468.0,2025-11-04,STK,Yes,1
NATR,Nature S Sunshine,Kenneth G Romanzi,CEO,Award,102881,0.0,1414613,102881.0,2025-11-04,STK,Yes,1
FHN,First Horizon Corp,Dr David T Popwell,Div. SEVP,Sell,155149,21.3122,3306566,310609.0,2025-11-04,STK,Yes,1
DGICA,Donegal Group Cl A,American Shareholder,N/A,Buy,8000,18.713,149704,13662579.0,2025-11-04,STK,Yes,1
CRBG,Corebridge Financial Inc,American Shareholder,N/A,Sell,32600000,31.1,1013860000,50111853.0,2025-11-04,STK,Yes,1
LNG,Cheniere Energy,W Benjamin Moreland,N/A,Buy,5000,208.2192,1041095,9856.0,2025-11-04,STK,Yes,1
CHWY,Chewy Inc,Satish Mehta,CTO,Sell,4642,32.65,151561,632230.0,2025-11-04,STK,Yes,1
BX,Blackstone Inc,James W Breyer,N/A,Buy,13900,143.8586,1999635,68906.0,2025-11-04,STK,Yes,1
RBLX,Roblox Corp Cl A,Anthony P Lee,Lead Indpdt. Dir,Sell,66000,104.0749,6868944,7853198.0,2025-11-04,STK,Yes,1
MORN,Morningstar Inc,Joseph D Mansueto,Chair,Sell,14168,212.8174,3015197,14784774.0,2025-11-04,STK,Yes,1
TCNNF,Trulieve Cannabis Corp,Matthew Foulston,N/A,Award,11329,0.0,74999,11329.0,2025-11-04,STK:OTC,No,1
EIG,Employers Holdings Inc,Michael Pedraja,Fin & CFO,Buy,5500,37.09,203995,17830.0,2025-11-04,STK,Yes,1
MYRG,MYR Group Inc,Don A. Egan,COO,Sell,2900,233.4002,676860,5797.0,2025-11-04,STK,Yes,1
XYL,Xylem Inc,Victoria D Harker,N/A,Sell,1700,148.14,251838,16875.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,J Matt Robbins,HR,Award,5396,0.0,938635,29992.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,John Mcdill,Ops,Award,5396,0.0,938635,36733.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,John Kevin Akers,CEO,Award,32297,0.0,5618064,138400.0,2025-11-04,STK,Yes,1
HBAN,Huntington Bancshares Inc,John (Chris) Inglis,N/A,Buy,6506,15.3,99542,100093.0,2025-11-04,STK,Yes,1
PCG,Pacific Gas & Electric Company,John O Larsen,N/A,Buy,7500,15.96,119700,18111.0,2025-11-04,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,7665,165.2435,1266592,298935.0,2025-11-04,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,7665,165.2445,1266599,298935.0,2025-11-04,STK,Yes,1
SPT,Sprout Social Inc Cl A,Justyn Russell Howard,Chair,Sell,20000,10.218,204360,7417.0,2025-11-04,STK,Yes,1
CHCT,Community Healthcare Trust Inc,Cathrine Cotman,N/A,Buy,4000,14.66,58640,37635.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,Christopher T Forsythe,CFO,Award,7610,0.0,1323759,61037.0,2025-11-04,STK,Yes,1
FOLD,Amicus Therapeutics,David Michael Clark,Chf People Off,Sell,25643,9.5098,243860,322618.0,2025-11-04,STK,Yes,1
SPT,Sprout Social Inc Cl A,Joseph Del Preto,CFO,Sell,1500,10.22,15329,238868.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,Michelle H Faulk,Contr.,Award,336,0.0,58447,1092.0,2025-11-04,STK,Yes,1
NTRS,Northern Trust Corp,Robert E Moritz jr.,N/A,Buy,3891,128.57,500266,6686.0,2025-11-04,STK,Yes,1
ATO,Atmos Energy Corp,Karen E Hartsfield,Advisor,Award,5396,0.0,938635,33013.0,2025-11-04,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,526,910.719,479038,93931452.0,2025-11-04,STK,Yes,1
PLNH,Planet 13 Holdings Inc,Christopher Brian Wren,Ops,Sell,60000,0.1986,11916,4845511.0,2025-11-04,STK:OTC,No,1
BWA,Borgwarner Inc,Isabelle Mckenzie,Div. Head,Sell,3200,44.235,141552,43555.0,2025-11-04,STK,Yes,1
SXT,Sensient Technologies Corp,David J Plautz,Treas,Buy,2150,92.98,199908,3223.0,2025-11-04,STK,Yes,1
MTRX,Matrix Service Company,Martha Z Carnes,N/A,Award,7986,0.0,121946,71183.0,2025-11-04,STK,Yes,1
ATI,Ati Inc,Timothy J Harris,CDO,Sell,10543,96.07,1012866,129937.0,2025-11-04,STK,Yes,1
SCKT,Socket Mobile,Charlie Bass,N/A,Buy,10000,1.0092,10091,1613151.0,2025-11-04,STK,No,1
MTRX,Matrix Service Company,Carlin G Conner,N/A,Award,7986,0.0,121946,55219.0,2025-11-04,STK,Yes,1
MTRX,Matrix Service Company,Liane K Hinrichs,N/A,Award,7986,0.0,121946,64288.0,2025-11-04,STK,Yes,1
MTRX,Matrix Service Company,James Harry Miller,N/A,Award,7986,0.0,121946,92078.0,2025-11-04,STK,Yes,1
MTRX,Matrix Service Company,Jose Luis M Bustamante,N/A,Award,7986,0.0,121946,41624.0,2025-11-04,STK,Yes,1
MTRX,Matrix Service Company,John D Chandler,N/A,Award,7986,0.0,121946,86039.0,2025-11-04,STK,Yes,1
AROW,Arrow Financial Corp,Penko Krassimir Ivanov,CFO,Buy,1620,29.8197,48307,26394.0,2025-11-04,STK,Yes,1
VIAV,Viavi Solutions,Donald A Colvin,N/A,Sell,40000,17.0902,683607,148524.0,2025-11-04,STK,Yes,1
FUSB,First US Bancshares Inc,Robert S Briggs,N/A,Buy,10000,13.375,133750,65322.0,2025-11-04,STK,No,1
SXI,Standex International Corp,Ademir Sarcevic,CFO & Treas,Sell,1823,230.12,419509,9341.0,2025-11-04,STK,Yes,1
GOVB,Gouverneur Bancorp Inc,Duane M Pelkey,N/A,Buy,1000,14.9529,14953,5000.0,2025-11-04,STK:OTC,No,1
WAB,Wabtec Corp,Rafael Santana,CEO,Sell,3596,203.642,732297,127739.0,2025-11-04,STK,Yes,1
CPS,Cooper Std Holdings Inc,Jonathan P. Banas,CFO,Buy,1000,29.083,29083,53927.0,2025-11-04,STK,Yes,1
NWE,Northwestern Energy Group Inc,Jeffrey W Yingling,N/A,Award,640,0.0,38944,22026.0,2025-11-04,STK,Yes,1
NWE,Northwestern Energy Group Inc,Jan Robert Horsfall,N/A,Award,640,0.0,38944,9896.0,2025-11-04,STK,Yes,1
GLPI,Gaming & Leisure,E Scott Urdang,N/A,Sell,4000,45.49,181960,129953.0,2025-11-04,STK,Yes,1
UMBF,UMB Financial Corp,Nikki Farentino Newton,Div. Pres.,Sell,1300,106.09,137917,13733.0,2025-11-04,STK,Yes,1
PSTV,Plus Therapeutics Inc,Andrew Sims,CFO,Buy,20000,0.51,10200,68138.0,2025-11-04,STK,No,1
MNRO,Monro Muffler Brak,Carl Celian Icahn,N/A,Buy,639473,15.19,9713595,4439914.0,2025-11-04,STK,Yes,1
GMGI,Golden Matrix Group Inc,Richard Christensen,CFO & PAO,Buy,25000,1.008,25200,120000.0,2025-11-04,STK,Yes,1
ARQQ,Arqit Quantum Inc,Paul Feenan,Chf Revenue Of,Sell,363,39.407,14304,2021378.1586314153,2025-11-04,STK,Yes,1
NTRA,Natera Inc,Dr Matthew Rabinowitz,Chair,Sell,22900,200.5098,4591674,2285852.0,2025-11-04,STK,Yes,1
VSTD,Vestand Inc,James Chae,N/A,Sell,85708,0.5754,49316,2408798.0,2025-11-04,STK,No,1
CVNA,Carvana Company Cl A,Greg Sullivan,N/A,Sell,2500,322.2,805500,41928.0,2025-11-04,STK,Yes,1
CCEL,Cryo-Cell Intl Inc,David I Portnoy,Chair & Co-CEO,Buy,5000,4.4,22000,1689513.0,2025-11-04,STK,No,1
OBK,Origin Bancorp Inc,Cecil W Jones,N/A,Buy,8500,34.71,295034,12709.0,2025-11-04,STK,Yes,1
MHK,Mohawk Industries,Suzanne L Helen,N/A,Sell,1165,111.1425,129481,225774.0,2025-11-04,STK,Yes,1
FRME,First Merchants Corp,Stephan Fluhler,CIO,Sell,5689,35.55,202244,31352.0,2025-11-04,STK,No,1
ATGE,Adtalem Global Education Inc,Michael W Malafronte,Lead Indpdt. Dir,Buy,1000,91.85,91850,100445.0,2025-11-04,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,45000,15.0243,676093,29333585.0,2025-11-04,STK,Yes,1
SAM,Boston Beer Company,Michael Spillane,Advisor,Sell,3120,205.7808,642036,10877.0,2025-11-04,STK,Yes,1
HUBS,Hubspot Inc,Clara Shih,N/A,Award,310,0.0,153320,310.0,2025-11-03,STK,Yes,1
EDSA,Edesa Biotech Inc,Pardeep Nijhawan,CEO,Award,6968,0.0,12124,942040.0,2025-11-03,STK,No,1
SAIA,Saia Inc,Tarak Patel,CIO,Award,1405,0.0,399835,1405.0,2025-11-03,STK,Yes,1
VSTM,Verastem Inc,Daniel Paterson,CEO,Sell,2000,10.0,20000,438818.0,2025-11-03,STK,Yes,1
NFLX,Netflix Inc,Theodore A Sarandos,Co CEO,Award,4037,0.0,4441063,17195.0,2025-11-03,STK,Yes,1
NFLX,Netflix Inc,David A Hyman,CLO & Co Sec,Award,847,0.0,931777,32035.0,2025-11-03,STK,Yes,1
NFLX,Netflix Inc,Spencer Adam Neumann,CFO,Award,1367,0.0,1503823,3681.0,2025-11-03,STK,Yes,1
AEVA,Aeva Technologies Inc,Soroush Salehian Dardashti,CEO,Award,235295,0.0,3628249,4267965.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Robert J Gaudette,Div. EVP,Award,66,0.0,11515,64792.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Brad Bentley,Div. Pres,Award,69,0.0,12039,27755.0,2025-11-03,STK,Yes,1
AEVA,Aeva Technologies Inc,Mina Rezk,Chair & CTO,Award,156862,0.0,2418812,4938805.0,2025-11-03,STK,Yes,1
NFLX,Netflix Inc,Gregory K Peters,Co CEO,Award,4037,0.0,4441063,14808.0,2025-11-03,STK,Yes,1
NFLX,Netflix Inc,Cletus R Willems,Div. Off.,Award,463,0.0,509342,238.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Alexandra Pruner,N/A,Award,77,0.0,13435,30993.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Heather Cox,N/A,Award,64,0.0,11167,42029.0,2025-11-03,STK,Yes,1
INVA,Innoviva Inc,Pavel Raifeld,CEO,Award,110436,0.0,1999996,162276.0,2025-11-03,STK,Yes,1
INVA,Innoviva Inc,Stephen Basso,CFO,Award,27609,0.0,499999,50890.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Edward Spencer Abraham,N/A,Award,196,0.0,34198,84664.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Elisabeth B Donohue,N/A,Award,59,0.0,10294,27403.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Matthew Carter,N/A,Award,105,0.0,18320,41783.0,2025-11-03,STK,Yes,1
LTRX,Lantronix Inc,Narbeh Derhacobian,N/A,Award,9800,0.0,48216,34599.0,2025-11-03,STK,Yes,1
LTRX,Lantronix Inc,Kevin S Palatnik,N/A,Award,9800,0.0,48216,39599.0,2025-11-03,STK,Yes,1
LTRX,Lantronix Inc,Hoshi Printer,Chair,Award,9800,0.0,48216,221024.0,2025-11-03,STK,Yes,1
CRWV,Coreweave Inc Cl A,American Shareholder,N/A,Sell,7688,134.9353,1037383,68191394.0,2025-11-03,STK,Yes,1
SYRE,Spyre Therapeutics Inc,Cameron Turtle,CEO,Sell,45000,23.3284,1049778,701907.0,2025-11-03,STK,Yes,1
EXFY,Expensify Inc Cl A,David Michael Barrett,CEO,Sell,30000,1.6,48000,1616879.0,2025-11-03,STK,Yes,1
EXFY,Expensify Inc Cl A,Daniel Vidal,Chf Strategy Ofc,Sell,9000,1.6,14400,317857.0,2025-11-03,STK,Yes,1
KPLT,Katapult Hldgs Inc,Philip K Bartow iii,N/A,Award,7456,0.0,87534,7456.0,2025-11-03,STK,No,1
KPLT,Katapult Hldgs Inc,Jeffrey Rubin,N/A,Award,7456,0.0,87534,7456.0,2025-11-03,STK,No,1
PI,Impinj Inc,Daniel Patrick Gibson,N/A,Sell,1513,202.01,305641,1847643.0,2025-11-03,STK,Yes,1
GTX,Garrett Motion Inc,American Shareholder,N/A,Sell,2500000,16.26,40649999,23394816.0,2025-11-03,STK,Yes,1
TKO,Tko Group Holdings Inc Cl A,Nick Khan,N/A,Sell,9519,188.2618,1792064,118504.0,2025-11-03,STK,Yes,1
POWI,Power Integratn,Robert Eric Verity,Inter. CFO & PAO,Award,2402,0.0,99971,8277.0,2025-11-03,STK,Yes,1
PLTR,Palantir Technologies Inc Cl A,Alexander D Moore,N/A,Sell,20000,204.5443,4090886,1232978.0,2025-11-03,STK,Yes,1
BTM,Bitcoin Depot Inc,Christopher Scott Buchanan,COO,Sell,7000,2.7,18900,126276.0,2025-11-03,STK,Yes,1
DINO,HF Sinclair Corp,Ross B Matthews,N/A,Sell,960061,52.08,49999977,13160721.0,2025-11-03,STK,Yes,1
CRWV,Coreweave Inc Cl A,Brian M Venturo,CSO,Sell,29916,127.937,3827363,702194.0,2025-11-03,STK,Yes,1
FDS,Factset Research Systems Inc,John Costigan,Ch. Data,Award,3915,0.0,1035792,4479.0,2025-11-03,STK,Yes,1
FDS,Factset Research Systems Inc,Goran Skoko,Chf Revenue Of,Award,3915,0.0,1035792,8692.0,2025-11-03,STK,Yes,1
CDNS,Cadence Design Sys,Paul Cunningham,GM,Sell,1000,340.26,340260,98067.0,2025-11-03,STK,Yes,1
NVDA,Nvidia Corp,Colette Kress,CFO,Sell,47640,208.3306,9924870,5179468.0,2025-11-03,STK,Yes,1
ANET,Arista Networks Inc,Charles Giancarlo,N/A,Sell,8000,157.1196,1256957,254391.0,2025-11-03,STK,Yes,1
RUN,Sunrun Inc,Lynn Michelle Jurich,Co-Chair,Sell,50000,20.4055,1020276,2400482.0,2025-11-03,STK,Yes,1
KTOS,Kratos Defense & Security Inc,Deanna H Lund,CFO,Sell,5000,90.2649,451324,303114.0,2025-11-03,STK,Yes,1
META,Meta Platforms Inc,Javier Olivan,COO,Sell,517,656.0,339152,118177.0,2025-11-03,STK,Yes,1
WSM,Williams-Sonoma,William (Bill) J Ready,N/A,Award,149,0.0,28701,17764.0,2025-11-03,STK,Yes,1
WSM,Williams-Sonoma,Arianna Huffington,N/A,Award,135,0.0,26004,1634.0,2025-11-03,STK,Yes,1
ARQT,Arcutis Biotherapeutics Inc,Howard G Welgus,N/A,Sell,10000,25.2669,252669,89744.0,2025-11-03,STK,Yes,1
ATEC,Alphatec Holdings,Patrick Miles,Chair & CEO,Sell,100000,18.96,1896000,5624978.0,2025-11-03,STK,Yes,1
HOOD,Robinhood Markets Inc Cl A,Daniel Martin Gallagher jr,CLO,Sell,25000,145.9487,3648717,540949.0,2025-11-03,STK,Yes,1
ATEC,Alphatec Holdings,Jeffrey P. Rydin,N/A,Sell,200000,19.32,3864000,385441.0,2025-11-03,STK,Yes,1
PWR,Quanta Services,Bernard Fried,N/A,Sell,4000,452.19,1808760,17276.0,2025-11-03,STK,Yes,1
WDC,Western Digital Corp,Tiang Yew (Irving) Tan,CEO,Sell,20000,150.6892,3013784,645467.0,2025-11-03,STK,Yes,1
ASAN,Asana Inc Cl A,Sydney L Carey,N/A,Award,996,0.0,13974,123921.0,2025-11-03,STK,Yes,1
ASAN,Asana Inc Cl A,Lorrie Marie Norrington,N/A,Award,1045,0.0,14662,143086.0,2025-11-03,STK,Yes,1
GDDY,Godaddy Inc,Jared Sine,Chf Strategy Ofc,Sell,475,133.11,63227,63661.0,2025-11-03,STK,Yes,1
GDDY,Godaddy Inc,Brian H Sharples,Chair,Sell,500,133.11,66555,19957.0,2025-11-03,STK,Yes,1
ASAN,Asana Inc Cl A,Krista Anderson-Copperman,N/A,Award,925,0.0,12978,64520.0,2025-11-03,STK,Yes,1
COIN,Coinbase Global Inc Cl A,Brian Armstrong,Chair & CEO,Sell,25000,337.4862,8437155,526.0,2025-11-03,STK,Yes,1
LIF,Life360 Inc,John Philip Coghlan,Chair,Sell,3125,98.9289,309153,74073.0,2025-11-03,STK,Yes,1
RSI,Rush Street Interactive Inc,Mattias Stetz,COO,Sell,30000,17.0897,512691,400254.0,2025-11-03,STK,Yes,1
SYF,Synchrony Financial,Darrell Owens,EVP,Sell,2989,74.02,221246,16096.0,2025-11-03,STK,Yes,1
OMF,Onemain Holdings Inc,Douglas H Shulman,Chair & CEO,Sell,35000,59.54,2083901,231600.0,2025-11-03,STK,Yes,1
MDRX,Veradigm Inc,Tehsin M Syed,CTO & CPO,Award,423998,0.0,2035190,423998.0,2025-11-03,STK:OTC,No,1
MDRX,Veradigm Inc,Tally Baker,CHRO,Award,105999,0.0,508795,105999.0,2025-11-03,STK:OTC,No,1
NRG,NRG Energy,Dr Lawrence Stephen Coben,Chair & CEO,Award,793,0.0,138363,426767.0,2025-11-03,STK,Yes,1
NRG,NRG Energy,Bruce Chung,CFO,Award,74,0.0,12912,68615.0,2025-11-03,STK,Yes,1
DGII,Digi Intl Inc,Terrence G Schneider,SVP Supply Chain,Award,5332,0.0,192752,28323.0,2025-11-03,STK,Yes,1
SYF,Synchrony Financial,Arthur W Coviello jr,N/A,Sell,8000,73.93,591440,35769.0,2025-11-03,STK,Yes,1
DGII,Digi Intl Inc,James J Loch,CFO,Award,13387,0.0,483941,124647.0,2025-11-03,STK,Yes,1
DGII,Digi Intl Inc,David H Sampsell,Gen Cou & Sec,Award,6939,0.0,250845,90192.0,2025-11-03,STK,Yes,1
DGII,Digi Intl Inc,James E Freeland,CIO,Award,4006,0.0,144817,16812.0,2025-11-03,STK,Yes,1
DGII,Digi Intl Inc,Ronald Konezny,CEO,Award,28140,0.0,1017261,594146.0,2025-11-03,STK,Yes,1
LGND,Ligand Pharm,Dr John W Kozarich,Chair,Sell,467,191.0471,89219,44588.0,2025-11-03,STK,Yes,1
FSLY,Fastly Inc,Artur Bergman,CTO,Sell,20000,8.21,164200,7791525.0,2025-11-03,STK,Yes,1
GNRC,Generac Holdings Inc,William B J Jenkins Jr,N/A,Award,134,0.0,21942,10627.0,2025-11-03,STK,Yes,1
GNRC,Generac Holdings Inc,Aaron Jagdfeld,Chair & CEO,Sell,5000,166.43,832150,542966.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Michael J Baughman,CFO,Award,49585,0.0,6943388,134806.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Ram R Krishnan,COO,Award,74890,0.0,10486847,239850.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Surendralal Lanca Karsanbhai,CEO,Award,218063,0.0,30535362,496974.0,2025-11-03,STK,Yes,1
FDP,Fresh Del Monte Produce,Michael J Berthelot,N/A,Sell,6000,35.8521,215112,7499.0,2025-11-03,STK,Yes,1
NEM,Newmont Mining Corp,Thomas Roland Palmer,CEO,Sell,5000,81.34,406700,279923.0,2025-11-03,STK,Yes,1
NEM,Newmont Mining Corp,Bruce R Brook,Lead Dir.,Sell,2080,80.96,168397,34789.0,2025-11-03,STK,Yes,1
CRDO,Credo Technology Group Holding Ltd,Dr Pantas Sutardja,N/A,Sell,335,189.35,63432,5893909.0,2025-11-03,STK,Yes,1
GNRC,Generac Holdings Inc,Dominick Zarcone,N/A,Award,134,0.0,21942,18678.0,2025-11-03,STK,Yes,1
GNRC,Generac Holdings Inc,Bennett J Morgan,Lead Dir.,Award,178,0.0,29148,31468.0,2025-11-03,STK,Yes,1
GNRC,Generac Holdings Inc,Andrew G Lampereur,N/A,Award,171,0.0,28001,27832.0,2025-11-03,STK,Yes,1
ARLO,Arlo Technologies Inc,Matthew Blake Mcrae,CEO,Award,33175,0.0,629329,1780766.0,2025-11-03,STK,Yes,1
NET,Cloudflare Inc Cl A,Douglas James Kramer,CLO,Sell,3000,255.5331,766600,129185.0,2025-11-03,STK,Yes,1
RBLX,Roblox Corp Cl A,Matthew D Kaufman,Chf Off.,Sell,6000,112.99,677941,266642.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Peter Zornio,CTO,Award,12559,0.0,1758636,67514.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Lisa Flavin,CCO,Award,24880,0.0,3483946,105615.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Michael H Train,Chf Sustainabili,Award,33495,0.0,4690305,267564.0,2025-11-03,STK,Yes,1
WLFC,Willis Lease Fin C,Austin Chandler Willis,CEO,Sell,6100,126.5195,771768,860878.0,2025-11-03,STK,No,1
EMR,Emerson Electric Company,Michael Tang,CLO,Award,7149,0.0,1001075,37196.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Nicholas J Piazza,SVP & CPO,Award,12003,0.0,1680780,40129.0,2025-11-03,STK,Yes,1
EMR,Emerson Electric Company,Vidya Ramnath,CMO,Award,13621,0.0,1907349,36872.0,2025-11-03,STK,Yes,1
MDB,Mongodb Inc Cl A,Charles M Hazard,N/A,Sell,999,383.72,383336,59861.0,2025-11-03,STK,Yes,1
DASH,Doordash Inc Cl A,Stanley Tang,N/A,Sell,45410,244.3887,11097690,24807.0,2025-11-03,STK,Yes,1
STX,Seagate Technology Hldgs Plc,William Dave Mosley,CEO,Sell,20000,262.8231,5256462,465668.0,2025-11-03,STK,Yes,1
SNEX,Stonex Group Inc,John Moore Fowler,N/A,Sell,1125,91.2,102601,117769.0,2025-11-03,STK,Yes,1
PLXS,Plexus Corp,Todd P Kelsey,CEO,Sell,1500,139.12,208680,62714.0,2025-11-03,STK,Yes,1
HUBB,Hubbell Inc B,Alyssa R Flynn,CHRO,Sell,1445,470.32,679612,3243.0,2025-11-03,STK,Yes,1
MTZ,Mastec Inc,T. Michael Love,CAO,Sell,1929,206.15,397664,13726.0,2025-11-03,STK,Yes,1
PSA-Q,Public Storage,Christopher T English,N/A,Buy,9766,10.24,100000,20993.0,2025-11-03,UIT,No,11
ENSG,The Ensign Group IN,Barry M Smith,N/A,Sell,100,180.64,18063,25052.0,2025-11-03,STK,Yes,1
HWKN,Hawkins Inc,Drew M Grahek,Ops,Buy,1587,126.3425,200506,40545.0,2025-11-03,STK,Yes,1
AMPH,Amphastar Pharma,Prof Floyd F Petersen,N/A,Sell,500,25.2662,12633,75531.0,2025-11-03,STK,Yes,1
STOK,Stoke Therapeutics Inc,Barry Ticho,Chf Med Off.,Sell,5931,25.7234,152565,7195.0,2025-11-03,STK,Yes,1
DASH,Doordash Inc Cl A,Andy Fang,N/A,Sell,30000,244.3896,7331688,21282.0,2025-11-03,STK,Yes,1
OKE,Oneok Inc,Brian L Derksen,N/A,Buy,2500,66.0,165000,21200.0,2025-11-03,STK,Yes,1
FHN,First Horizon Corp,Sital K Mody,N/A,Award,3360,0.0,72105,3360.0,2025-11-03,STK,Yes,1
EVCM,Evercommerce Inc,Matthew David Feierstein,Pres.,Sell,25000,11.3796,284489,2298295.0,2025-11-03,STK,Yes,1
IRM,Iron Mountain Inc,Mark Kidd,Div. GM,Sell,6000,102.51,615060,67081.0,2025-11-03,STK,Yes,1
DAY,Dayforce Inc,American Shareholder,N/A,Sell,25005,68.6901,1717596,24718266.0,2025-11-03,STK,Yes,1
LGMKD,Logicmark Inc,Mark Archer,CFO,Award,25000,0.0,31250,25061.0,2025-11-03,STK:OTC,No,1
EME,Emcor Group,Robin A Walker-Lee,N/A,Sell,1325,677.22,897317,6140.0,2025-11-03,STK,Yes,1
IPWR,Ideal Power Inc,David M Somo,CEO,Award,247438,0.0,1282966,247438.0,2025-11-03,STK,No,1
DV,Doubleverify Holdings Inc,Andrew E Grimmig,CLO,Sell,1000,11.3,11300,94301.0,2025-11-03,STK,Yes,1
TEM,Tempus AI Cl A,Ryan Fukushima,COO,Sell,5000,89.032,445160,1096073.0,2025-11-03,STK,Yes,1
